	cog	ko	ko_name
3157	COG2383	K17986	FUN14 domain-containing protein 1
3158	COG3095	K03804	chromosome partition protein MukE
3159	COG4189	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
3160	COG2731	K19334	biofilm protein TabA
3161	COG3676	K07488	transposase
3162	COG3498	K06908	uncharacterized protein
3163	COG5623	K06947	polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
3164	COG3069	K03326	C4-dicarboxylate transporter, DcuC family
3165	COG3207	K22952	L-tyrosine isonitrile synthase [EC:4.1.99.24]
3166	COG1689	K09719	uncharacterized protein
3167	COG3374	K08980	putative membrane protein
3168	COG3589	K09963	uncharacterized protein
3169	COG5033	K11341	YEATS domain-containing protein 4
3170	COG3562	K07265	capsular polysaccharide export protein
3171	COG5091	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]
3172	COG2443	K07342	protein transport protein SEC61 subunit gamma and related proteins
3173	COG3417	K07337	penicillin-binding protein activator
3174	COG1890	K02984	small subunit ribosomal protein S3Ae
3175	COG1383	K02962	small subunit ribosomal protein S17e
3176	COG2098	K09739	dihydroneopterin aldolase [EC:4.1.2.25]
3177	COG3390	K09746	uncharacterized protein
3178	COG5275	K10793	D-proline reductase (dithiol) PrdA [EC:1.21.4.1]
3179	COG1992	K21219	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
3180	COG1681	K07325	archaeal flagellin FlaB
3181	COG1617	K09119	KEOPS complex subunit Cgi121
3182	COG3083	K07014	uncharacterized protein
3183	COG4642	K19755	radial spoke head protein 1
3184	COG2925	K01141	exodeoxyribonuclease I [EC:3.1.11.1]
3185	COG2854	K07323	phospholipid transport system substrate-binding protein
3186	COG3054	K07109	uncharacterized protein
3187	COG4171	K02034	peptide/nickel transport system permease protein
3188	COG3887	K22927	cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]
3189	COG4588	K10938	accessory colonization factor AcfC
3190	COG2958	K09805	uncharacterized protein
3191	COG3454	K06162	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
3192	COG3489	K07338	uncharacterized protein
3193	COG3782	K09977	uncharacterized protein
3194	COG4568	K19000	Rho-binding antiterminator
3195	COG3556	K08983	putative membrane protein
3196	COG3310	K09941	uncharacterized protein
3197	COG3623	K03079	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]
3198	COG2811	K02107	V/A-type H+/Na+-transporting ATPase subunit G/H
3199	COG5314	K20266	type IV secretion system protein TrbJ
3200	COG5375	K11719	lipopolysaccharide export system protein LptC
3201	COG3068	K09891	uncharacterized protein
3202	COG4261	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]
3203	COG4706	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
3204	COG4809	K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
3205	COG3765	K16554	polysaccharide biosynthesis transport protein [EC:2.7.10.3]
3206	COG2918	K01919	glutamate--cysteine ligase [EC:6.3.2.2]
3207	COG3125	K02300	cytochrome o ubiquinol oxidase subunit IV
3208	COG4822	K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
3209	COG2830	K09789	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
3210	COG1441	K02549	o-succinylbenzoate synthase [EC:4.2.1.113]
3211	COG3561	K07741	anti-repressor protein
3212	COG3048	K01753	D-serine dehydratase [EC:4.3.1.18]
3213	COG4955	K10900	werner syndrome ATP-dependent helicase [EC:5.6.2.4]
3214	COG2841	K09794	uncharacterized protein
3215	COG4615	K06160	putative pyoverdin transport system ATP-binding/permease protein
3216	COG2916	K03746	DNA-binding protein H-NS
3217	COG5212	K01120	3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]
3218	COG1114	K03311	branched-chain amino acid:cation transporter, LIVCS family
3219	COG3109	K03607	ProP effector
3220	COG5571	K12686	outer membrane lipase/esterase
3221	COG3421	K01156	type III restriction enzyme [EC:3.1.21.5]
3222	COG2108	K07129	uncharacterized protein
3223	COG3116	K03586	cell division protein FtsL
3224	COG3660	K07276	uncharacterized protein
3225	COG1326	K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
3226	COG3122	K09912	uncharacterized protein
3227	COG2983	K09160	uncharacterized protein
3228	COG4211	K10541	methyl-galactoside transport system permease protein
3229	COG3978	K11258	acetolactate synthase II small subunit [EC:2.2.1.6]
3230	COG2901	K03557	Fis family transcriptional regulator, factor for inversion stimulation protein
3231	COG2973	K03720	TrpR family transcriptional regulator, trp operon repressor
3232	COG5077	K11858	ubiquitin carboxyl-terminal hydrolase 48 [EC:3.4.19.12]
3233	COG2134	K01521	CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]
3234	COG3805	K10253	DOPA 4,5-dioxygenase [EC:1.14.99.-]
3235	COG4520	K06077	outer membrane lipoprotein SlyB
3236	COG3008	K06192	paraquat-inducible protein B
3237	COG2995	K03808	paraquat-inducible protein A
3238	COG4736	K00407	cytochrome c oxidase cbb3-type subunit IV
3239	COG3102	K09907	uncharacterized protein
3240	COG5641	K03413	two-component system, chemotaxis family, chemotaxis protein CheY
3241	COG2961	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
3242	COG1025	K01408	insulysin [EC:3.4.24.56]
3243	COG3101	K09906	elongation factor P hydroxylase [EC:1.14.-.-]
3244	COG3563	K07266	capsular polysaccharide export protein
3245	COG3524	K10107	capsular polysaccharide transport system permease protein
3246	COG3343	K03048	DNA-directed RNA polymerase subunit delta
3247	COG3713	K07274	MipA family protein
3248	COG2853	K04754	phospholipid-binding lipoprotein MlaA
3249	COG3799	K04835	methylaspartate ammonia-lyase [EC:4.3.1.2]
3250	COG4116	K18446	triphosphatase [EC:3.6.1.25]
3251	COG2999	K03675	glutaredoxin 2
3252	COG2969	K03600	stringent starvation protein B
3253	COG5560	K02881	large subunit ribosomal protein L18
3254	COG4178	K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
3255	COG1901	K16317	tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257]
3256	COG2868	K07584	uncharacterized protein
3257	COG5055	K10873	DNA repair and recombination protein RAD52
3258	COG1224	K07472	TBP-interacting protein
3259	COG1258	K07583	tRNA pseudouridine synthase 10 [EC:5.4.99.25]
3260	COG1782	K07576	metallo-beta-lactamase family protein
3261	COG4463	K03708	transcriptional regulator of stress and heat shock response
3262	COG4100	K01758	cystathionine gamma-lyase [EC:4.4.1.1]
3263	COG2739	K09787	uncharacterized protein
3264	COG5302	K19164	antitoxin CcdA
3265	COG3400	K09944	uncharacterized protein
3266	COG2056	K07084	putative amino acid transporter
3267	COG3136	K02442	membrane protein GlpM
3268	COG3736	K03203	type IV secretion system protein VirB8
3269	COG1107	K06959	protein Tex
3270	COG3164	K07289	AsmA protein
3271	COG3907	K12978	lipid A 4'-phosphatase [EC:3.1.3.-]
3272	COG3106	K06918	uncharacterized protein
3273	COG3697	K13927	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
3274	COG3053	K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]
3275	COG3045	K05805	CreA protein
3276	COG3966	K03740	D-alanine transfer protein
3277	COG4778	K05780	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
3278	COG4107	K05781	putative phosphonate transport system ATP-binding protein
3279	COG3627	K06163	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
3280	COG3626	K06164	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]
3281	COG3625	K06165	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]
3282	COG3624	K06166	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]
3283	COG2994	K07389	cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]
3284	COG3726	K02482	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
3285	COG1133	K17938	peptide/bleomycin uptake transporter
3286	COG1599	K06131	cardiolipin synthase A/B [EC:2.7.8.-]
3287	COG3700	K03788	acid phosphatase (class B) [EC:3.1.3.2]
3288	COG4240	K15918	D-glycerate 3-kinase [EC:2.7.1.31]
3289	COG3065	K07285	outer membrane lipoprotein
3290	COG3355	K02565	N-acetylglucosamine repressor
3291	COG1497	K07730	putative transcriptional regulator
3292	COG1823	K06956	uncharacterized protein
3293	COG1955	K07333	archaeal flagellar protein FlaJ
3294	COG2874	K07331	archaeal flagellar protein FlaH
3295	COG1750	K06870	uncharacterized protein
3296	COG4187	K01438	acetylornithine deacetylase [EC:3.5.1.16]
3297	COG2946	K07467	putative DNA relaxase
3298	COG1728	K09770	uncharacterized protein
3299	COG3353	K07329	archaeal flagellar protein FlaF
3300	COG4910	K13920	propanediol dehydratase small subunit [EC:4.2.1.28]
3301	COG4909	K13919	propanediol dehydratase medium subunit [EC:4.2.1.28]
3302	COG1818	K06963	tRNA acetyltransferase TAN1
3303	COG4647	K10856	acetone carboxylase, gamma subunit [EC:6.4.1.6]
3304	COG5146	K09680	type II pantothenate kinase [EC:2.7.1.33]
3305	COG1019	K02318	phosphopantetheine adenylyltransferase / dephospho-CoA kinase [EC:2.7.7.3 2.7.1.24]
3306	COG3851	K07675	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
3307	COG1855	K06865	ATPase
3308	COG1759	K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23]
3309	COG5310	K00808	homospermidine synthase [EC:2.5.1.44]
3310	COG5597	K00750	glycogenin [EC:2.4.1.186]
3311	COG4553	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]
3312	COG3972	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
3313	COG3855	K04041	fructose-1,6-bisphosphatase III [EC:3.1.3.11]
3314	COG5019	K06398	stage IV sporulation protein A
3315	COG5565	K06909	phage terminase large subunit
3316	COG3107	K07121	uncharacterized protein
3317	COG5119	K12260	sulfiredoxin [EC:1.8.98.2]
3318	COG1939	K11145	mini-ribonuclease III [EC:3.1.26.-]
3319	COG3721	K07227	heme iron utilization protein
3320	COG1221	K19505	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
3321	COG5439	K04749	anti-sigma B factor antagonist
3322	COG5049	K08651	thermitase [EC:3.4.21.66]
3323	COG4535	K06189	hemolysin (HlyC) family protein
3324	COG5422	K20402	DEP domain-containing mTOR-interacting protein
3325	COG3641	K07035	uncharacterized protein
3326	COG1549	K18779	7-cyano-7-deazaguanine tRNA-ribosyltransferase [EC:2.4.2.48]
3327	COG5272	K04551	ubiquitin B
3328	COG5190	K17616	CTD small phosphatase-like protein 2 [EC:3.1.3.-]
3329	COG5066	K06381	stage II sporulation protein D
3330	COG5277	K05692	actin beta/gamma 1
3331	COG1311	K03269	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
3332	COG3954	K00855	phosphoribulokinase [EC:2.7.1.19]
3333	COG2413	K07073	uncharacterized protein
3334	COG5268	K20529	type IV secretion system protein TrbD
3335	COG3838	K20528	type IV secretion system protein TrbC
3336	COG2938	K09159	antitoxin CptB
3337	COG3067	K03314	Na+:H+ antiporter, NhaB family
3338	COG3096	K03632	chromosome partition protein MukB
3339	COG3529	K07070	uncharacterized protein
3340	COG4594	K23181	ferric citrate transport system substrate-binding protein
3341	COG4533	K11925	SgrR family transcriptional regulator
3342	COG5038	K16342	cytosolic phospholipase A2 [EC:3.1.1.4]
3343	COG4536	K03699	magnesium and cobalt exporter, CNNM family
3344	COG2083	K09737	uncharacterized protein
3345	COG5643	K11261	formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]
3346	COG4574	K08276	ecotin
3347	COG5270	K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
3348	COG3072	K05851	adenylate cyclase, class 1 [EC:4.6.1.1]
3349	COG3297	K02461	general secretion pathway protein L
3350	COG3028	K09889	ribosome-associated protein
3351	COG3141	K09918	uncharacterized protein
3352	COG3131	K03670	periplasmic glucans biosynthesis protein
3353	COG2943	K03669	membrane glycosyltransferase [EC:2.4.1.-]
3354	COG5273	K21433	ankyrin repeat domain-containing protein 1
3355	COG5325	K20444	O-antigen biosynthesis protein [EC:2.4.1.-]
3356	COG4693	K12240	L-cysteine---[L-cysteinyl-carrier protein] ligase PchF [EC:6.2.1.69]
3357	COG3100	K09902	uncharacterized protein
3358	COG4128	K10954	zona occludens toxin
3359	COG3056	K07286	uncharacterized lipoprotein
3360	COG4598	K10021	octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
3361	COG4215	K10020	octopine/nopaline transport system permease protein
3362	COG4160	K10023	arginine/ornithine transport system permease protein
3363	COG4136	K05779	putative thiamine transport system ATP-binding protein
3364	COG4135	K05778	putative thiamine transport system permease protein
3365	COG5510	K16348	entericidin B
3366	COG3398	K04095	cell filamentation protein
3367	COG3110	K09909	uncharacterized protein
3368	COG3471	K09807	uncharacterized protein
3369	COG3566	K09960	uncharacterized protein
3370	COG4791	K03228	type III secretion protein T
3371	COG4794	K03227	type III secretion protein S
3372	COG3017	K02494	outer membrane lipoprotein LolB
3373	COG3560	K07078	uncharacterized protein
3374	COG3811	K09982	uncharacterized protein
3375	COG4130	K06606	2-keto-myo-inositol isomerase [EC:5.3.99.11]
3376	COG3171	K09923	uncharacterized protein
3377	COG5596	K00598	trans-aconitate 2-methyltransferase [EC:2.1.1.144]
3378	COG3702	K03198	type IV secretion system protein VirB3
3379	COG4492	K06209	chorismate mutase [EC:5.4.99.5]
3380	COG5245	K10413	dynein cytoplasmic 1 heavy chain
3381	COG4465	K03706	transcriptional pleiotropic repressor
3382	COG4939	K20379	sex pheromone cAD1
3383	COG4582	K18778	cell division protein ZapD
3384	COG5075	K01301	N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
3385	COG5108	K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]
3386	COG3789	K09980	uncharacterized protein
3387	COG5577	K06439	similar to spore coat protein
3388	COG1440	K02760	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]
3389	COG1447	K02759	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]
3390	COG4512	K07813	accessory gene regulator B
3391	COG4862	K16511	adapter protein MecA 1/2
3392	COG3933	K19505	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
3393	COG4810	K04031	ethanolamine utilization protein EutS
3394	COG5307	K07459	putative ATP-dependent endonuclease of the OLD family
3395	COG3479	K13727	phenolic acid decarboxylase [EC:4.1.1.-]
3396	COG4098	K02240	competence protein ComFA
3397	COG4781	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
3398	COG3493	K11616	malate:Na+ symporter
3399	COG3936	K21462	probable poly-beta-1,6-N-acetyl-D-glucosamine export protein
3400	COG1650	K09716	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
3401	COG2136	K15984	16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
3402	COG4940	K02248	competence protein ComGF
3403	COG1356	K22299	HTH-type transcriptional regulator, competence development regulator
3404	COG3223	K13256	protein PsiE
3405	COG4477	K06286	septation ring formation regulator
3406	COG1588	K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]
3407	COG3611	K03346	replication initiation and membrane attachment protein
3408	COG4903	K02250	competence protein ComK
3409	COG3763	K09976	uncharacterized protein
3410	COG4814	K01046	triacylglycerol lipase [EC:3.1.1.3]
3411	COG3445	K15763	toluene monooxygenase system protein D [EC:1.14.13.236 1.14.13.-]
3412	COG1581	K03622	archaea-specific DNA-binding protein
3413	COG4023	K09481	protein transport protein SEC61 subunit beta
3414	COG5169	K02490	two-component system, response regulator, stage 0 sporulation protein F
3415	COG5258	K00463	indoleamine 2,3-dioxygenase [EC:1.13.11.52]
3416	COG1498	K00227	Delta7-sterol 5-desaturase [EC:1.14.19.20]
3417	COG5050	K00993	ethanolaminephosphotransferase [EC:2.7.8.1]
3418	COG5407	K05801	DnaJ like chaperone protein
3419	COG3492	K09948	uncharacterized protein
3420	COG5021	K10591	E3 ubiquitin-protein ligase NEDD4 [EC:2.3.2.26]
3421	COG3006	K03633	chromosome partition protein MukF
3422	COG5206	K01999	branched-chain amino acid transport system substrate-binding protein
3423	COG5256	K03231	elongation factor 1-alpha
3424	COG3114	K02196	heme exporter protein D
3425	COG4688	K15255	ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
3426	COG1849	K14656	FAD synthetase [EC:2.7.7.2]
3427	COG1909	K09735	GTP-dependent dephospho-CoA kinase [EC:2.7.1.237]
3428	COG1701	K09722	4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]
3429	COG1829	K06982	pantoate kinase [EC:2.7.1.169]
3430	COG3490	K09947	uncharacterized protein
3431	COG5188	K14645	serine protease [EC:3.4.21.-]
3432	COG4787	K02391	flagellar basal-body rod protein FlgF
3433	COG3840	K02062	thiamine transport system ATP-binding protein [EC:7.6.2.15]
3434	COG4996	K17619	magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]
3435	COG1095	K00849	galactokinase [EC:2.7.1.6]
3436	COG3820	K09987	uncharacterized protein
3437	COG5570	K09794	uncharacterized protein
3438	COG5590	K18587	ubiquinone biosynthesis protein COQ9
3439	COG5352	K13583	GcrA cell cycle regulator
3440	COG5317	K13592	regulator of CtrA degradation
3441	COG5387	K07556	ATP synthase mitochondrial F1 complex assembly factor 2
3442	COG3737	K09008	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
3443	COG3761	K11352	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12
3444	COG5385	K13588	histidine phosphotransferase ChpT
3445	COG3249	K09938	uncharacterized protein
3446	COG5468	K03643	LPS-assembly lipoprotein
3447	COG5452	K17662	cytochrome b pre-mRNA-processing protein 3
3448	COG5461	K02281	pilus assembly protein CpaD
3449	COG5481	K09794	uncharacterized protein
3450	COG4890	K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
3451	COG4525	K10831	taurine transport system ATP-binding protein [EC:7.6.2.7]
3452	COG4792	K03229	type III secretion protein U
3453	COG4150	K02048	sulfate/thiosulfate transport system substrate-binding protein
3454	COG1911	K07742	uncharacterized protein
3455	COG4459	K02571	periplasmic nitrate reductase NapE
3456	COG2914	K09801	uncharacterized protein
3457	COG3165	K03690	ubiquinone biosynthesis accessory factor UbiJ
3458	COG4092	K07265	capsular polysaccharide export protein
3459	COG3151	K09920	uncharacterized protein
3460	COG3079	K09895	uncharacterized protein
3461	COG3073	K03597	sigma-E factor negative regulatory protein RseA
3462	COG4255	K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
3463	COG3312	K02116	ATP synthase protein I
3464	COG3725	K03807	AmpE protein
